2025-03-29 10:40:50,379 | basic_experiment | INFO     | Logging to /mnt/c/Users/garci/Documents/Masters/CSE-584-W25-ANN-Project/data/experiments/basic_experiment (2025-03-29 10:40:50)/basic_experiment.log
2025-03-29 10:40:50,384 | basic_experiment | INFO     | Starting docker container...
2025-03-29 10:41:28,225 | basic_experiment | INFO     | Copying config files to docker container...
2025-03-29 10:41:59,697 | basic_experiment | INFO     | Docker container started.
2025-03-29 10:41:59,697 | basic_experiment | INFO     | Dashboard: http://127.0.0.1:9091/webui/
2025-03-29 10:42:08,715 | basic_experiment | INFO     | Partitions (5): [(0, 19), (20, 39), (40, 59), (60, 79), (80, 99)]
2025-03-29 10:42:10,033 | basic_experiment | INFO     | Collection schema created.
2025-03-29 10:43:06,597 | basic_experiment | INFO     | Collection created.
2025-03-29 10:43:06,600 | basic_experiment | INFO     | Running search...
2025-03-29 10:43:59,283 | basic_experiment | INFO     | Search complete.
2025-03-29 10:43:59,667 | basic_experiment | INFO     | Test succeeded.
2025-03-29 10:43:59,689 | basic_experiment | INFO     | Test saved.
2025-03-29 10:43:59,689 | basic_experiment | INFO     | Cleaning up docker container...
2025-03-29 10:44:12,415 | basic_experiment | INFO     | Docker container stopped and deleted.
