2025-03-29 10:24:22,185 | basic_experiment | INFO     | Logging to /mnt/c/Users/garci/Documents/Masters/CSE-584-W25-ANN-Project/data/experiments/basic_experiment (2025-03-29 10:24:22)/basic_experiment.log
2025-03-29 10:24:22,189 | basic_experiment | INFO     | Starting docker container...
2025-03-29 10:24:59,755 | basic_experiment | INFO     | Copying config files to docker container...
2025-03-29 10:25:31,191 | basic_experiment | INFO     | Docker container started.
2025-03-29 10:25:31,192 | basic_experiment | INFO     | Dashboard: http://127.0.0.1:9091/webui/
2025-03-29 10:25:41,486 | basic_experiment | INFO     | Partitions (5): [(0, 19), (20, 39), (40, 59), (60, 79), (80, 99)]
2025-03-29 10:25:42,877 | basic_experiment | INFO     | Collection schema created.
2025-03-29 10:26:51,232 | basic_experiment | INFO     | Collection created.
2025-03-29 10:26:51,240 | basic_experiment | INFO     | Running search...
2025-03-29 10:27:52,905 | basic_experiment | INFO     | Search complete.
2025-03-29 10:27:53,462 | basic_experiment | INFO     | Test succeeded.
2025-03-29 10:27:53,473 | basic_experiment | INFO     | Test saved.
2025-03-29 10:27:53,474 | basic_experiment | INFO     | Cleaning up docker container...
2025-03-29 10:28:02,376 | basic_experiment | INFO     | Docker container stopped and deleted.
